datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,c_su,o2_c,bbp,chla_adj,sigma,poc,cphyto
2016-04-06 03:12:01,52.2807,-34.0604,0.5,4.956,34.743,-0.00366104031977,0.9216,2.37924,-0.0525249289474,13.1,nan,0.351,10.4707704091,0.00163537626441,0.389051724138,27.4777150835,43.5282980381,27.6511980981
2016-04-06 03:12:01,52.2807,-34.0604,2.1,4.964,34.739,-0.00366104032107,0.91776,2.372631,-0.0529512676564,12.2,nan,0.348,10.4654842981,0.00152375510677,0.387396551724,27.4736405475,39.574453392,25.8041600038
2016-04-06 03:12:01,52.2807,-34.0604,4.0,4.964,34.739,-0.00366104032136,0.88704,2.359413,-0.0525249289474,6.9,nan,0.348,10.4594490214,0.00141210706082,0.374155172414,27.473664448,35.6196563083,23.9566769783
2016-04-06 03:12:01,52.2807,-34.0604,6.0,4.964,34.739,-0.00366104032143,0.9216,2.385849,-0.0529512676564,8.1,nan,0.349,10.4600940108,0.00143837718928,0.389051724138,27.4736896131,36.5501967986,24.3913788667
2016-04-06 03:12:01,52.2807,-34.0604,8.0,4.965,34.739,-0.00366104032128,0.91392,2.359413,-0.0529512676564,5.7,nan,0.348,10.4579173701,0.00147340602544,0.38574137931,27.4735993005,37.790988233,24.9710144497
2016-04-06 03:12:01,52.2807,-34.0604,10.1,4.964,34.739,-0.00366104032135,0.9408,2.366022,-0.0525249289474,6.8,nan,0.348,10.4606181013,0.00138145857761,0.397327586207,27.4737402095,34.5340257363,23.4495247752
2016-04-06 03:12:01,52.2807,-34.0604,12.1,4.965,34.739,-0.00366104032122,0.92544,2.372631,-0.0529512676564,4.2,1.78,0.348,10.4630777321,0.00154127052396,0.390706896552,27.4736296621,40.1948844996,26.0939943279
2016-04-06 03:12:01,52.2807,-34.0604,14.0,4.967,34.739,-0.00366104032094,0.93504,2.372631,-0.0520985902384,4.4,nan,0.351,10.4635885655,0.00140773470037,0.394844827586,27.4734033731,35.4647785564,23.8843258535
2016-04-06 03:12:01,52.2807,-34.0604,15.9,4.967,34.739,-0.00366104032083,0.94272,2.372631,-0.0520985902384,3.4,1.68,0.349,10.4634541327,0.00143181565145,0.398155172414,27.4734080786,36.3177740058,24.2828025844
2016-04-06 03:12:01,52.2807,-34.0604,18.1,4.967,34.739,-0.00366104032085,0.9504,2.385849,-0.0520985902384,3.6,1.76,0.349,10.4634138032,0.00144276153831,0.401465517241,27.4734135347,36.7054992101,24.4639283713
2016-04-06 03:12:01,52.2807,-34.0604,19.9,4.968,34.739,-0.0036610403208,0.94656,2.366022,-0.0520985902384,3.5,1.78,0.351,10.4641800957,0.00152814145367,0.399810344828,27.4733025072,39.7298265719,25.8767425678
