datetime,lat,lon,p,t,s,fdom,par,ed380,ed412,ed490,fl,chla,bbp,sigma,poc,cphyto
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,0.4,7.064,34.301,nan,1138.27621266,46.740946345,76.193076129,89.4293468794,nan,2.8689,nan,26.8610447135,nan,nan
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,0.9,7.061,34.303,2.4472,1569.56114382,57.0104889324,88.759484444,118.159363239,0.5694,2.8689,0.00280024802421,26.8630398927,84.7903855136,46.9267777533
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,1.2,7.062,34.301,2.3598,889.050506972,40.527308821,66.1624524819,73.8695485917,0.5767,2.8689,0.00277802624382,26.861330593,84.0032456086,46.5590654327
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,1.6,7.072,34.29,2.5346,889.050506972,40.527308821,66.1624524819,73.8695485917,0.584,2.8689,0.00294476405289,26.8512926135,89.9094322815,49.3181398915
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,1.9,7.065,34.298,2.7094,889.050506972,40.527308821,66.1624524819,73.8695485917,0.5767,2.8689,0.00255576551415,26.8585624378,76.1303260421,42.8812319175
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,2.2,7.051,34.317,1.8354,744.677453497,33.505346422,58.6181020941,74.6381260581,0.5913,2.8689,0.00252236893668,26.8754599645,74.947352475,42.3286059449
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,2.6,7.042,34.328,2.185,744.677453497,33.505346422,58.6181020941,74.6381260581,0.6205,2.8689,0.00228895123075,26.8853685355,66.6792304957,38.4661536658
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,3.0,7.043,34.326,2.2724,672.720763599,31.0657575803,56.5704599606,72.1235908175,0.6278,2.8689,0.00245565945544,26.8836604741,72.5843692305,41.2247385805
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,3.4,7.013,34.327,2.2724,672.720763599,31.0657575803,56.5704599606,72.1235908175,0.5986,2.8689,0.0026334349413,26.8885869211,78.8815324906,44.1664577093
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,3.8,7.01,34.326,2.0102,672.720763599,31.0657575803,56.5704599606,72.1235908175,0.7665,2.8689,0.00301129303633,26.88821704,92.2660219329,50.4190204896
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,4.2,7.015,34.327,2.4472,559.079197705,24.6544267286,45.0882431348,63.5050624832,0.6278,2.8689,0.00273345931008,26.8883211582,82.4245956818,45.8215992919
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,4.6,7.004,34.326,2.5346,559.079197705,24.6544267286,45.0882431348,63.5050624832,0.7081,2.8689,0.00253340345256,26.8890519956,75.3382170968,42.5111983103
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,5.0,6.992,34.332,2.2724,437.996906713,18.9152004147,35.5282874593,52.4503973677,0.7081,2.8689,0.00290012235326,26.8954318023,88.328133997,48.5794365707
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,5.4,6.996,34.328,1.3984,437.996906713,18.9152004147,35.5282874593,52.4503973677,0.6935,2.8689,0.00240002669662,26.8917365657,70.6137456475,40.3041619891
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,5.9,6.975,34.327,2.185,437.996906713,18.9152004147,35.5282874593,52.4503973677,0.73,2.8689,0.00307792662523,26.8938389361,94.6263169189,51.5216320344
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,6.3,6.984,34.324,2.0976,438.862022536,16.9354963013,33.9975030805,55.1722961482,0.7373,2.8689,0.00258894903129,26.8902455277,77.3057525864,43.4303322992
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,6.7,6.964,34.327,1.9228,438.862022536,16.9354963013,33.9975030805,55.1722961482,0.8176,2.8689,0.00277784697402,26.8953571094,83.9968955136,46.5560989865
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,7.1,6.95,34.327,2.4472,396.532474259,14.6053287266,30.2580883819,51.3538813638,0.803,2.8689,0.00272226104658,26.8972800499,82.0279307921,45.636297332
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,7.5,6.945,34.325,2.2724,396.532474259,14.6053287266,30.2580883819,51.3538813638,0.8541,2.8689,0.00257778261405,26.8963939505,76.910215755,43.2455573117
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,8.0,6.923,34.329,2.5346,396.532474259,14.6053287266,30.2580883819,51.3538813638,0.9563,2.8689,0.0026333135263,26.9025593745,78.8772317284,44.1644486087
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,8.5,6.907,34.327,2.0976,317.736748748,11.062468871,23.1195138766,42.4955318963,1.0074,2.8689,0.00257772891857,26.9031745324,76.9083137537,43.244668792
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,9.0,6.902,34.327,2.2724,317.736748748,11.062468871,23.1195138766,42.4955318963,1.1023,2.8689,0.00460038476201,26.9038625398,148.55482904,76.7143305785
2013-07-21 16:24:26,58.37121166666667,-55.388955333333335,9.4,6.903,34.327,1.748,257.670381661,8.97435404887,19.1092046999,34.8772793422,1.1023,2.8689,0.0031111731014,26.9037308143,95.8039735978,52.0717742232
