datetime,lat,lon,p,t,s,fdom,par,ed380,ed412,ed490,fl,chla,bbp,sigma,poc,cphyto
2014-06-29 15:31:02,46.755387,-43.53368833333333,0.4,9.638,33.553,1.8354,nan,nan,nan,nan,0.2263,1.85785,0.00253807287407,25.8850078217,75.5036173452,42.5884650182
2014-06-29 15:31:02,46.755387,-43.53368833333333,0.9,9.635,33.552,2.0976,801.113155794,37.9615584007,62.7500618717,72.6912833964,0.2336,1.85785,0.00232691452514,25.8847278647,68.0239663095,39.0943468543
2014-06-29 15:31:02,46.755387,-43.53368833333333,1.2,9.635,33.54,1.6606,684.97336776,33.8233513139,57.4420175975,67.9500511756,0.2336,1.85785,0.00278259286615,25.8753589149,84.1650045047,46.6346310833
2014-06-29 15:31:02,46.755387,-43.53368833333333,1.4,9.636,33.545,0.6992,684.97336776,33.8233513139,57.4420175975,67.9500511756,0.2336,1.85785,0.00243806468773,25.8791046778,71.9611273686,40.9335912128
2014-06-29 15:31:02,46.755387,-43.53368833333333,1.6,9.635,33.529,1.311,684.97336776,33.8233513139,57.4420175975,67.9500511756,0.2336,1.85785,0.00244920863765,25.8667730493,72.3558683627,41.1179944251
2014-06-29 15:31:02,46.755387,-43.53368833333333,1.8,9.636,33.554,1.8354,663.436429479,32.9489613072,56.8495404735,68.7902364574,0.219,1.85785,0.0028603610951,25.8861429383,86.9197107108,47.9214917864
2014-06-29 15:31:02,46.755387,-43.53368833333333,2.1,9.637,33.554,1.311,663.436429479,32.9489613072,56.8495404735,68.7902364574,0.2044,1.85785,0.00268254570587,25.8859844873,80.6211339934,44.9791123612
2014-06-29 15:31:02,46.755387,-43.53368833333333,2.3,9.635,33.555,1.748,684.043510746,33.8872310157,60.0808436873,74.7413963031,0.2263,1.85785,0.00249361156367,25.8870973874,73.9287088082,41.8527466673
2014-06-29 15:31:02,46.755387,-43.53368833333333,2.5,9.633,33.561,1.8354,684.043510746,33.8872310157,60.0808436873,74.7413963031,0.1606,1.85785,0.0024269164043,25.8921163349,71.5662328733,40.7491162925
2014-06-29 15:31:02,46.755387,-43.53368833333333,2.8,9.629,33.566,1.4858,647.511632677,31.8236055849,57.2099096055,72.6662636219,0.2336,1.85785,0.00238244810174,25.8966838442,69.99107666,40.0132822396
