datetime,lat,lon,p,t,s,fdom,par,ed380,ed412,ed490,fl,chla,bbp,sigma,poc,cphyto
2014-01-15 16:27:47,56.354982,-55.82209166666667,0.4,3.641,34.836,nan,142.002858773,7.57191395177,12.1621814046,13.1938559735,nan,0.08395,nan,27.6932251971,nan,nan
2014-01-15 16:27:47,56.354982,-55.82209166666667,0.9,3.643,34.835,3.2338,123.11503515,6.69140362588,10.8414884537,11.9682586515,0.1241,0.08395,0.000282581018688,27.6922315997,-4.39041515604,5.26597646602
2014-01-15 16:27:47,56.354982,-55.82209166666667,1.1,3.644,34.835,1.9228,123.11503515,6.69140362588,10.8414884537,11.9682586515,0.0657,0.08395,0.000215901438474,27.6921326275,-6.75233924636,4.16260388533
2014-01-15 16:27:47,56.354982,-55.82209166666667,1.4,3.658,34.834,2.3598,124.746698129,7.09192759653,11.6823834565,13.1097326107,0.073,0.08395,0.000238152894208,27.68993485,-5.96414818135,4.53080725522
2014-01-15 16:27:47,56.354982,-55.82209166666667,1.6,3.646,34.83,2.2724,124.746698129,7.09192759653,11.6823834565,13.1097326107,0.0657,0.08395,0.000227028363422,27.6879539356,-6.35820131088,4.34672537883
2014-01-15 16:27:47,56.354982,-55.82209166666667,1.8,3.645,34.832,2.2724,124.746698129,7.09192759653,11.6823834565,13.1097326107,0.073,0.08395,0.000238136215464,27.689647793,-5.96473897582,4.53053126565
2014-01-15 16:27:47,56.354982,-55.82209166666667,2.1,3.646,34.83,2.2724,118.85233985,6.99397273616,11.5984000502,13.1085009351,0.073,0.08395,0.000238141893054,27.6879568745,-5.96453786425,4.5306252149
2014-01-15 16:27:47,56.354982,-55.82209166666667,2.4,3.646,34.832,2.185,118.85233985,6.99397273616,11.5984000502,13.1085009351,0.073,0.08395,0.00021591075354,27.6895511587,-6.75200928809,4.1627580253
2014-01-15 16:27:47,56.354982,-55.82209166666667,2.7,3.644,34.835,2.2724,107.997686489,6.40452657128,10.803416039,12.4701508718,0.0803,0.08395,0.000238128497738,27.6921420297,-5.96501235311,4.53040355748
2014-01-15 16:27:47,56.354982,-55.82209166666667,3.0,3.644,34.833,2.0976,107.997686489,6.40452657128,10.803416039,12.4701508718,0.0657,0.08395,0.000271473166806,27.6905512602,-4.7838774854,5.08217058186
2014-01-15 16:27:47,56.354982,-55.82209166666667,3.3,3.643,34.832,2.2724,104.421512491,6.29081457242,10.8867634709,12.9026620114,0.0949,0.08395,0.000227019490883,27.6898568925,-6.35851559394,4.34657856153
2014-01-15 16:27:47,56.354982,-55.82209166666667,3.5,3.643,34.833,2.0976,104.421512491,6.29081457242,10.8867634709,12.9026620114,0.073,0.08395,0.000415947454483,27.6906543367,0.333690732689,7.4728420157
2014-01-15 16:27:47,56.354982,-55.82209166666667,3.8,3.642,34.834,2.185,104.421512491,6.29081457242,10.8867634709,12.9026620114,0.0803,0.08395,0.000227013812971,27.6915524969,-6.35871671693,4.34648460694
2014-01-15 16:27:47,56.354982,-55.82209166666667,4.2,3.64,34.834,2.7094,90.6444082545,5.46927687398,9.62581999793,11.6991674827,0.1022,0.08395,0.000249237676668,27.6917550656,-5.57150301705,4.71423140082
2014-01-15 16:27:47,56.354982,-55.82209166666667,4.5,3.64,34.834,2.0102,90.6444082545,5.46927687398,9.62581999793,11.6991674827,0.073,0.08395,0.000249237676668,27.6917568276,-5.57150301705,4.71423140082
2014-01-15 16:27:47,56.354982,-55.82209166666667,4.9,3.641,34.835,2.0976,89.8203017641,5.37792462182,9.80454827671,12.3808854496,0.0803,0.08395,0.000215896645469,27.6924553505,-6.7525090242,4.16252457364
2014-01-15 16:27:47,56.354982,-55.82209166666667,5.3,3.646,34.834,1.9228,89.8203017641,5.37792462182,9.80454827671,12.3808854496,0.0803,0.08395,0.000271474321556,27.6911607386,-4.78383658186,5.08218968994
2014-01-15 16:27:47,56.354982,-55.82209166666667,5.7,3.647,34.833,2.185,80.0101674807,4.77437983114,8.88546318842,11.4614389004,0.0876,0.08395,0.000238137369989,27.6902666606,-5.96469808026,4.53055037001
2014-01-15 16:27:47,56.354982,-55.82209166666667,6.1,3.646,34.835,2.2724,80.0101674807,4.77437983114,8.88546318842,11.4614389004,0.1022,0.08395,0.00026035875189,27.6919617088,-5.17757229054,4.89825609666
2014-01-15 16:27:47,56.354982,-55.82209166666667,6.6,3.646,34.835,2.0976,80.0101674807,4.77437983114,8.88546318842,11.4614389004,0.073,0.08395,0.000238131692626,27.6919646521,-5.96489918379,4.53045642451
2014-01-15 16:27:47,56.354982,-55.82209166666667,7.0,3.648,34.835,2.0102,71.1189587748,4.17136652186,7.95543597948,10.5872484928,0.0949,0.0949,0.000227021357523,27.691766648,-6.35844947382,4.34660944953
2014-01-15 16:27:47,56.354982,-55.82209166666667,7.4,3.652,34.836,2.185,71.1189587748,4.17136652186,7.95543597948,10.5872484928,0.073,0.073,0.00020479864635,27.6921643914,-7.145622349,3.97888172691
2014-01-15 16:27:47,56.354982,-55.82209166666667,7.8,3.654,34.835,2.0976,69.2537964414,3.9265241682,7.79220596845,10.8292635051,0.0803,0.0803,0.000238144468586,27.6911700035,-5.96444663375,4.53066783322
2014-01-15 16:27:47,56.354982,-55.82209166666667,8.3,3.659,34.834,2.2724,69.2537964414,3.9265241682,7.79220596845,10.8292635051,0.0803,0.0803,0.000227040960788,27.6898752689,-6.35775508695,4.34693383228
2014-01-15 16:27:47,56.354982,-55.82209166666667,8.7,3.658,34.833,2.0976,69.2537964414,3.9265241682,7.79220596845,10.8292635051,0.0949,0.0949,0.000238154934032,27.689181715,-5.96407592674,4.53084100896
2014-01-15 16:27:47,56.354982,-55.82209166666667,9.2,3.66,34.834,2.2724,62.5147728319,3.48391748748,7.03149797567,10.0021744058,0.1095,0.1095,0.000249269616175,27.6897802652,-5.57037165585,4.71475991608
2014-01-15 16:27:47,56.354982,-55.82209166666667,9.6,3.654,34.836,2.5346,62.5147728319,3.48391748748,7.03149797567,10.0021744058,0.0876,0.0876,0.000260369488,27.6919768707,-5.17719199605,4.89843375119
2014-01-15 16:27:47,56.354982,-55.82209166666667,10.4,3.654,34.834,2.185,58.6538010529,3.15777994986,6.58122568786,9.70945555139,0.1022,0.1022,0.000249260038094,27.6903917715,-5.57071093064,4.7146014239
2014-01-15 16:27:47,56.354982,-55.82209166666667,10.8,3.654,34.834,2.185,58.6538010529,3.15777994986,6.58122568786,9.70945555139,0.1022,0.1022,0.000249260038094,27.6903967944,-5.57071093064,4.7146014239
2014-01-15 16:27:47,56.354982,-55.82209166666667,12.0,3.669,34.834,2.0102,55.2640341669,2.87021961034,6.1631682481,9.40920169144,0.0876,0.0876,0.000238170447606,27.6889067189,-5.9635264049,4.53109771802
2014-01-15 16:27:47,56.354982,-55.82209166666667,13.0,3.671,34.834,2.0102,50.3101470361,2.49580331066,5.55958190536,8.84934837865,0.0876,0.0876,0.00026040069723,27.6887184156,-5.17608650271,4.89895018228
2014-01-15 16:27:47,56.354982,-55.82209166666667,13.7,3.67,34.834,2.0102,47.386457909,2.26506888035,5.18210010881,8.51981481968,0.0876,0.0876,0.000260399102095,27.688827676,-5.17614300559,4.89892378697
2014-01-15 16:27:47,56.354982,-55.82209166666667,14.5,3.67,34.835,2.0976,47.386457909,2.26506888035,5.18210010881,8.51981481968,0.1022,0.1022,0.000260397062534,27.6896339472,-5.17621525092,4.89889003757
2014-01-15 16:27:47,56.354982,-55.82209166666667,15.7,3.67,34.835,2.2724,43.6544383859,1.99234302493,4.71201565408,8.05720617718,0.0803,0.0803,0.00029373765143,27.6896490552,-3.99522491105,5.45058954578
2014-01-15 16:27:47,56.354982,-55.82209166666667,16.7,3.67,34.834,2.185,41.4746209396,1.8205301701,4.41827737355,7.80862526527,0.1095,0.1095,0.000204831453935,27.6888654449,-7.14446023872,3.97942460661
2014-01-15 16:27:47,56.354982,-55.82209166666667,17.5,3.671,34.834,2.185,38.7888192194,1.62110580892,4.06160208028,7.46626582425,0.1095,0.1095,0.00020483304907,27.6887750766,-7.14440373584,3.97945100192
2014-01-15 16:27:47,56.354982,-55.82209166666667,18.2,3.671,34.835,2.0976,38.7888192194,1.62110580892,4.06160208028,7.46626582425,0.1095,0.1095,0.000260398657689,27.6895800935,-5.17615874734,4.89891643321
2014-01-15 16:27:47,56.354982,-55.82209166666667,19.2,3.671,34.834,2.185,36.528089795,1.46255243433,3.76770230113,7.15901949243,0.1022,0.1022,0.00026040069723,27.68879649,-5.17608650271,4.89895018228
2014-01-15 16:27:47,56.354982,-55.82209166666667,20.5,3.669,34.834,2.0976,34.4743611486,1.30674403265,3.48837128857,6.90945677407,0.1022,0.1022,0.00026039750687,27.6890151699,-5.17619951165,4.89889739017
2014-01-15 16:27:47,56.354982,-55.82209166666667,21.5,3.669,34.834,2.2724,32.8005666717,1.17397832449,3.24950569935,6.71091568726,0.1095,0.1095,0.000238170447606,27.6890306442,-5.9635264049,4.53109771802
2014-01-15 16:27:47,56.354982,-55.82209166666667,22.0,3.669,34.834,2.2724,32.8005666717,1.17397832449,3.24950569935,6.71091568726,0.1095,0.1095,0.000238170447606,27.6890383819,-5.9635264049,4.53109771802
2014-01-15 16:27:47,56.354982,-55.82209166666667,23.1,3.672,34.835,2.2724,30.5372910932,1.04511217509,2.9685956547,6.34340090736,0.1168,0.1168,0.000215946134226,27.689550306,-6.75075603345,4.16334348307
2014-01-15 16:27:47,56.354982,-55.82209166666667,23.5,3.672,34.835,2.2724,30.5372910932,1.04511217509,2.9685956547,6.34340090736,0.1168,0.1168,0.000215946134226,27.6895564992,-6.75075603345,4.16334348307
2014-01-15 16:27:47,56.354982,-55.82209166666667,24.6,3.671,34.834,2.0102,28.5754406874,0.929959902233,2.72120482466,6.0288316137,0.1022,0.1022,0.000227060108334,27.688877774,-6.35707684259,4.34725067406
2014-01-15 16:27:47,56.354982,-55.82209166666667,25.9,3.671,34.834,2.0102,27.0483209369,0.82350590386,2.50528235363,5.8251661378,0.1095,0.1095,0.000227060108334,27.6888979033,-6.35707684259,4.34725067406
2014-01-15 16:27:47,56.354982,-55.82209166666667,27.0,3.672,34.835,2.185,25.8334223617,0.747119484722,2.33976218613,5.64664302415,0.0949,0.0949,0.000215946134226,27.6896107011,-6.75075603345,4.16334348307
2014-01-15 16:27:47,56.354982,-55.82209166666667,27.5,3.67,34.835,2.185,25.8334223617,0.747119484722,2.33976218613,5.64664302415,0.0949,0.0949,0.000215942944006,27.6898193163,-6.75086903742,4.16329069328
2014-01-15 16:27:47,56.354982,-55.82209166666667,28.6,3.671,34.834,2.0102,24.2282231328,0.658552269427,2.13779962013,5.3909865347,0.1095,0.1095,0.000293741286126,27.6889397186,-3.99509616284,5.4506496905
2014-01-15 16:27:47,56.354982,-55.82209166666667,29.6,3.674,34.835,2.185,22.5799327614,0.58171753965,1.94213667897,5.09707383015,0.1095,0.1095,0.000238176383351,27.6894500657,-5.96331614893,4.53119593907
2014-01-15 16:27:47,56.354982,-55.82209166666667,30.4,3.675,34.835,2.185,21.3034389272,0.519902737699,1.79042316963,4.87648516973,0.1095,0.1095,0.000238177978147,27.6893604923,-5.96325965807,4.53122232878
2014-01-15 16:27:47,56.354982,-55.82209166666667,31.2,3.674,34.835,2.2724,21.3034389272,0.519902737699,1.79042316963,4.87648516973,0.0876,0.0876,0.000238176383351,27.6894703672,-5.96331614893,4.53119593907
2014-01-15 16:27:47,56.354982,-55.82209166666667,32.2,3.675,34.835,2.0976,20.0161181339,0.458140340084,1.63112718237,4.65498786898,0.1095,0.1095,0.000282632096675,27.6893816515,-4.38860587157,5.26682167306
2014-01-15 16:27:47,56.354982,-55.82209166666667,33.5,3.673,34.836,2.2724,18.8031272396,0.404472214724,1.48637844821,4.4434541366,0.0876,0.0876,0.000260399808254,27.6903940635,-5.17611799204,4.89893547204
2014-01-15 16:27:47,56.354982,-55.82209166666667,34.6,3.674,34.835,2.185,17.7398912216,0.360024716743,1.36394540421,4.24438294057,0.0803,0.0803,0.000215949324087,27.6895103376,-6.75064304218,4.16339626693
