datetime,lat,lon,p,t,s,fdom,par,ed380,ed412,ed490,fl,chla,bbp,sigma,poc,cphyto
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,139.1,5.499,34.914,2.2724,0.912660800181,0.0129572255564,-0.00337496743181,0.0640504460232,0.0365,0.0365,0.000363030806172,27.550636492,-1.54072278376,6.59720994632
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,139.9,5.502,34.915,2.0976,0.905656941723,0.0128968760472,-0.00409964826614,0.0627478130643,0.0584,0.0584,0.000318578995435,27.5510744863,-3.11529482371,5.86164878993
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,140.4,5.497,34.915,2.0976,0.905656941723,0.0128968760472,-0.00409964826614,0.0627478130643,0.0584,0.0584,0.00031857181058,27.5516912996,-3.11554932562,5.86152989939
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,141.1,5.489,34.913,2.185,0.908415920221,0.0128721952956,-0.00446891426266,0.0617052649395,0.0365,0.0365,0.000396359023942,27.5510930577,-0.360170653919,7.14870474477
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,141.9,5.489,34.913,2.2724,0.896207537106,0.0120839326599,-0.00312446775341,0.0607231823972,0.0511,0.0511,0.000363018435046,27.5511051415,-1.5411609938,6.59700523655
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,142.7,5.485,34.914,2.0102,0.898014609979,0.0120436996538,-0.0039487590481,0.0605011991629,0.0365,0.0365,0.000307443031751,27.5523955391,-3.50975292932,5.67737772899
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,143.0,5.485,34.914,2.0102,0.898014609979,0.0120436996538,-0.0039487590481,0.0605011991629,0.0365,0.0365,0.000307443031751,27.5524000691,-3.50975292932,5.67737772899
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,143.8,5.486,34.915,2.185,0.888743203976,0.0121951650884,-0.00388687089226,0.0604606126761,0.0438,0.0438,0.000340783055686,27.5530819884,-2.3287826015,6.22906788858
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,144.5,5.487,34.916,2.185,0.888743203976,0.0121951650884,-0.00388687089226,0.0604606126761,0.0438,0.0438,0.000351896020334,27.5537623855,-1.93513916774,6.41295837565
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,145.0,5.487,34.916,2.185,0.885949399662,0.0125445836748,-0.00402685600666,0.0586380861475,0.0438,0.0438,0.000351896020334,27.5537699397,-1.93513916774,6.41295837565
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,145.7,5.499,34.918,2.2724,0.898401563485,0.0126218378083,-0.00431802504461,0.0576510338313,0.0511,0.0511,0.00031856867633,27.5539022726,-3.11566034704,5.86147803574
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,146.5,5.494,34.918,2.185,0.88418102214,0.0130483414819,-0.00363902356339,0.0581963284676,0.0584,0.0584,0.000507491493672,27.5545234391,3.57636368886,8.98765633281
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,146.9,5.494,34.918,2.185,0.88418102214,0.0130483414819,-0.00363902356339,0.0581963284676,0.0584,0.0584,0.000507491493672,27.5545294894,3.57636368886,8.98765633281
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,147.7,5.487,34.918,2.185,0.894934460072,0.0123420662744,-0.00395966315174,0.0573279985278,0.0438,0.0438,0.000351892014291,27.5553937787,-1.93528106977,6.41289208613
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,148.6,5.461,34.918,2.3598,0.886514351781,0.0124208418241,-0.00362811945974,0.0565176492835,0.0438,0.0438,0.000329627536001,27.5585677112,-2.72393341978,6.044473227
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,148.9,5.461,34.918,2.3598,0.886514351781,0.0124208418241,-0.00362811945974,0.0565176492835,0.0438,0.0438,0.000329627536001,27.5585722315,-2.72393341978,6.044473227
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,149.6,5.433,34.914,2.0976,0.887152825066,0.013108690991,-0.00338027213088,0.055225231971,0.0511,0.0511,0.000307368131128,27.558810892,-3.51240605917,5.67613831968
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,150.3,5.423,34.915,2.185,0.887152825066,0.013108690991,-0.00338027213088,0.055225231971,0.0438,0.0438,0.000362919344687,27.5608232095,-1.5446709725,6.59536555038
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,150.8,5.423,34.915,2.185,0.882482296249,0.0130730222335,-0.00283329871546,0.0559751156328,0.0438,0.0438,0.000362919344687,27.5608307084,-1.5446709725,6.59536555038
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,151.6,5.429,34.917,2.3598,0.874379489833,0.0127826007863,-0.00425613688877,0.0554422454313,0.0438,0.0438,0.00041849164398,27.56169908,0.423811013063,7.51494169482
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,152.4,5.419,34.917,2.2724,0.87837671955,0.0131937212517,-0.00376574693011,0.0555383277267,0.0365,0.0365,0.000374023091149,27.5629194213,-1.15135406533,6.77910350058
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,152.8,5.419,34.917,2.2724,0.87837671955,0.0131937212517,-0.00376574693011,0.0555383277267,0.0365,0.0365,0.000374023091149,27.5629247332,-1.15135406533,6.77910350058
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,153.6,5.425,34.918,2.0102,0.881739345517,0.0130422558171,-0.00290609097494,0.0546622670276,0.0584,0.0584,0.000307348570822,27.5630013675,-3.51309892433,5.67581464779
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,154.5,5.435,34.922,2.0976,0.874983137302,0.0126573375195,-0.00403245541123,0.0553665944286,0.0584,0.0584,0.000451830869849,27.5649695829,1.60475307178,8.0666186485
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,154.8,5.435,34.922,2.0976,0.874983137302,0.0126573375195,-0.00403245541123,0.0553665944286,0.0584,0.0584,0.000451830869849,27.5649735776,1.60475307178,8.0666186485
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,155.7,5.442,34.922,2.0976,0.878272242103,0.0124764580384,-0.0041185094184,0.0532083320632,0.0438,0.0438,0.000396273317697,27.5641375645,-0.363206540548,7.14728653066
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,156.6,5.452,34.924,2.185,0.876469038765,0.0132337852115,-0.00343950793718,0.0548265456648,0.0511,0.0511,0.000340716078161,27.5645204123,-2.33115507938,6.2279595858
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,157.5,5.432,34.927,2.2724,0.873671364917,0.0124193204079,-0.00359599655981,0.0540338667277,0.0438,0.0438,0.000340681226239,27.5693311162,-2.33238960415,6.22738287769
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,157.8,5.432,34.927,2.2724,0.873671364917,0.0124193204079,-0.00359599655981,0.0540338667277,0.0438,0.0438,0.000340681226239,27.5693351115,-2.33238960415,6.22738287769
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,158.7,5.422,34.927,2.0976,0.869322007509,0.0119355100576,-0.00502384472669,0.0530948555592,0.0584,0.0584,0.000374007381562,27.5705572816,-1.15191053031,6.77884354803
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,159.6,5.42,34.926,2.2724,0.872471809048,0.0129803848918,-0.0048623461105,0.0533369939876,0.0292,0.0292,0.000351779438559,27.5700194505,-1.93926872736,6.41102925232
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,160.5,5.416,34.927,2.0102,0.855558071301,0.0129509708453,-0.00336406332816,0.0533648799411,0.0584,0.0584,0.000340658128433,27.5713067669,-2.33320777463,6.22700066944
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,160.8,5.416,34.927,2.0102,0.855558071301,0.0129509708453,-0.00336406332816,0.0533648799411,0.0584,0.0584,0.000340658128433,27.5713107547,-2.33320777463,6.22700066944
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,161.7,5.409,34.927,2.185,0.862527103944,0.0125707858426,-0.0033964809336,0.0538317625891,0.0365,0.0365,0.00030730742739,27.5721686481,-3.514556307,5.67513383164
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,162.6,5.404,34.926,2.185,0.870773083157,0.0129617898049,-0.00411320471933,0.0534985116393,0.0365,0.0365,0.000407323972849,27.5719927446,0.0282297662463,7.3301459586
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,163.5,5.391,34.927,2.0976,0.867836106046,0.0124950531253,-0.00304342373981,0.0529860727305,0.0511,0.0511,0.000385076112973,27.5743651702,-0.759833926277,6.96200209076
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,163.8,5.391,34.927,2.0976,0.867836106046,0.0124950531253,-0.00304342373981,0.0529860727305,0.0511,0.0511,0.000385076112973,27.5743691456,-0.759833926277,6.96200209076
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,164.6,5.383,34.927,2.0976,0.871798509948,0.0130035442272,-0.00387891384365,0.0512444430771,0.0292,0.0292,0.000340610420316,27.575344147,-2.33489769157,6.22621122492
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,165.4,5.383,34.925,2.0976,0.868188233737,0.0127700913642,-0.00413471822112,0.0504796500936,0.0292,0.0292,0.000318387370425,27.5737711457,-3.1220825648,5.85847789742
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,165.9,5.364,34.922,2.0976,0.868188233737,0.0127700913642,-0.00413471822112,0.0504796500936,0.0292,0.0292,0.000318365875983,27.5736896039,-3.12284394093,5.85812222064
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,166.7,5.364,34.922,2.2724,0.859272824959,0.0126774540225,-0.00344216028672,0.0503280719896,0.0365,0.0365,0.000340592935247,27.5737001659,-2.33551704768,6.22592189279
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,167.6,5.346,34.921,2.2724,0.86999530661,0.0130005013948,-0.00324824406509,0.0501513689176,0.0511,0.0511,0.000307228262549,27.5750831362,-3.51736048398,5.67382386067
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,167.9,5.346,34.921,2.2724,0.86999530661,0.0130005013948,-0.00324824406509,0.0501513689176,0.0511,0.0511,0.000307228262549,27.5750870875,-3.51736048398,5.67382386067
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,168.9,5.343,34.921,2.2724,0.863626051901,0.0123667470261,-0.00406192596163,0.0485130001219,0.0438,0.0438,0.000385018619126,27.5754603802,-0.761870473321,6.96105071803
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,169.7,5.345,34.92,2.185,0.856231370401,0.012198376967,-0.00357978775709,0.0485861662377,0.0584,0.0584,0.000362796466036,27.5744389544,-1.54902358008,6.59333223023
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,170.4,5.342,34.92,2.185,0.856231370401,0.012198376967,-0.00357978775709,0.0485861662377,0.0365,0.0365,0.000340565055723,27.5748082454,-2.33650459617,6.22546055961
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,170.9,5.342,34.92,2.185,0.863095925598,0.0129896824352,-0.00387331443907,0.0476548858286,0.0365,0.0365,0.000340565055723,27.5748148293,-2.33650459617,6.22546055961
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,171.7,5.316,34.915,2.2724,0.863130751413,0.0129479280129,-0.00478690150147,0.0466173074776,0.0438,0.0438,0.000362764404367,27.5739817478,-1.55015926852,6.5928016935
2013-11-26 16:38:47,59.136158333333334,-57.140737333333334,172.5,5.259,34.904,2.185,0.857964922108,0.0131937212517,-0.00413471822112,0.0472255525833,0.0438,0.0438,0.000273795311097,27.5720827919,-4.70162249031,5.12059599383
