datetime,lat,lon,p,t,s,fdom,par,ed380,ed412,ed490,fl,chla,bbp,sigma,poc,cphyto
2014-05-20 15:29:40,48.78947733333333,-43.806473999999994,0.5,7.223,34.248,2.0976,nan,nan,nan,nan,0.40515,3.212,0.00212264114092,26.7971642749,60.7881944938,35.7141568413
2014-05-20 15:29:40,48.78947733333333,-43.806473999999994,0.9,7.202,34.255,1.6606,942.255027538,43.2375160186,71.3163445587,83.8447360209,0.3942,3.212,0.00201146495719,26.805611443,56.8501117137,33.8744819009
2014-05-20 15:29:40,48.78947733333333,-43.806473999999994,1.1,7.205,34.245,1.6606,859.380165861,40.1069628258,67.2826404803,81.6257178935,0.3942,3.212,0.00201148871018,26.7973250254,56.8509530921,33.8748749507
2014-05-20 15:29:40,48.78947733333333,-43.806473999999994,1.3,6.096,34.356,2.0976,859.380165861,40.1069628258,67.2826404803,81.6257178935,0.4526,3.212,0.00195422399656,27.0329417664,54.822522406,32.9272937774
2014-05-20 15:29:40,48.78947733333333,-43.806473999999994,1.5,7.196,34.249,2.2724,859.380165861,40.1069628258,67.2826404803,81.6257178935,0.4088,3.212,0.00217817213245,26.8017340206,62.7552132756,36.6330494503
2014-05-20 15:29:40,48.78947733333333,-43.806473999999994,1.7,7.182,34.263,2.185,866.495617841,40.4717363897,68.610991059,84.8947573051,0.4161,3.212,0.00214478568261,26.8147073558,61.5725984495,36.0805910635
2014-05-20 15:29:40,48.78947733333333,-43.806473999999994,1.9,7.168,34.278,2.0976,866.495617841,40.4717363897,68.610991059,84.8947573051,0.4015,3.212,0.00201137545882,26.8284666429,56.8469415024,33.8730009371
2014-05-20 15:29:40,48.78947733333333,-43.806473999999994,2.1,7.152,34.299,1.311,760.451253303,36.0439334775,61.7585835552,77.7384446829,0.4453,3.212,0.0021113348237,26.8472260506,60.3877021251,35.527066875
2014-05-20 15:29:40,48.78947733333333,-43.806473999999994,2.3,7.145,34.31,1.748,760.451253303,36.0439334775,61.7585835552,77.7384446829,0.4526,3.212,0.00216687155868,26.8568611692,62.3549243515,36.4460545231
2014-05-20 15:29:40,48.78947733333333,-43.806473999999994,2.5,7.137,34.327,1.1362,729.786387508,34.6300994945,60.3777774597,77.9732148692,0.4891,3.212,0.00241132506777,26.8713584117,71.0139565505,40.4911204686
