datetime,lat,lon,p,t,s,fchl,fdom,par,ed380,ed412,ed490,chla_adj,bbp,sigma,poc,cphyto
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,0.4,7.328,34.723,nan,nan,nan,nan,nan,nan,0.586120689655,nan,27.1569164515,nan,nan
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,0.9,7.327,34.721,0.9288,0.913,117.716812271,6.0948729361,10.5258934116,11.7912242285,0.586120689655,0.000666953435042,27.1554903,9.22482457606,11.626334219
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,1.1,7.325,34.717,0.8712,0.913,117.716812271,6.0948729361,10.5258934116,11.7912242285,0.586120689655,0.000788154887697,27.1526291176,13.518022432,13.6319011283
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,1.3,7.327,34.726,0.9,1.162,119.472527954,6.15271297801,10.6074720311,11.8590267814,0.586120689655,0.000801605904946,27.1594290221,13.994484365,13.8544802682
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,1.5,7.327,34.726,0.8712,0.913,110.777429595,5.7619816429,9.92735482063,11.1360827216,0.586120689655,0.000626544851404,27.1594312268,7.79347172641,10.9576778917
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,1.8,7.33,34.726,0.9864,2.158,122.520052582,6.47060785303,11.163908277,12.545017547,0.586120689655,0.000868940926695,27.1590083019,16.3796255054,14.9686986913
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,2.1,7.33,34.728,1.1376,1.079,122.520052582,6.47060785303,11.163908277,12.545017547,0.586120689655,0.000720808391618,27.1605853244,11.1324748479,12.517492835
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,2.4,7.331,34.727,1.152,0.913,111.232750452,6.12436091814,10.7383349129,12.2829735082,0.586120689655,0.00068041294489,27.159659677,9.70158733388,11.8490538892
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,2.9,7.331,34.728,1.2024,1.245,111.232750452,6.12436091814,10.7383349129,12.2829735082,0.586120689655,0.000963201901909,27.1604520491,19.7185377694,16.5284711906
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,3.4,7.33,34.728,1.2456,1.245,95.5389716506,5.44546588207,9.76265936984,11.4581719865,0.586120689655,0.000815072035833,27.160599668,14.4714816533,14.0773094993
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,3.7,7.331,34.728,1.2456,1.245,95.5389716506,5.44546588207,9.76265936984,11.4581719865,0.586120689655,0.000720809673927,27.1604608784,11.1325202699,12.5175140539
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,4.1,7.33,34.728,1.2816,0.996,82.1177802194,4.7622645547,8.72448372567,10.5096995462,0.586120689655,0.000666943452066,27.1606073927,9.2244709591,11.6261690269
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,4.5,7.33,34.728,1.3464,2.075,82.1177802194,4.7622645547,8.72448372567,10.5096995462,0.586120689655,0.000774673331169,27.1606118072,13.0404787367,13.4088166432
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,4.9,7.331,34.728,1.3752,0.913,82.1177802194,4.7622645547,8.72448372567,10.5096995462,0.586120689655,0.000976668136797,27.1604741245,20.1955387416,16.7513021426
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,5.3,7.331,34.727,1.3968,1.245,68.0097095222,3.96943940323,7.45660781166,9.22672580269,0.593879310345,0.000653480475114,27.159691685,8.74758538949,11.4033919852
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,5.8,7.331,34.728,1.3824,0.83,68.0097095222,3.96943940323,7.45660781166,9.22672580269,0.587672413793,0.000680410969264,27.1604840608,9.70151735326,11.8490211978
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,6.3,7.331,34.728,1.3896,1.328,66.5334814683,3.88047585414,7.38305221787,9.31306361698,0.590775862069,0.000666944734376,27.1604895816,9.22451638106,11.6261902458
2015-09-23 15:26:00,56.790593333333334,-44.11881966666667,6.7,7.331,34.727,1.4112,1.328,66.5334814683,3.88047585414,7.38305221787,9.31306361698,0.600086206897,0.000774676589105,27.1597071425,13.0405941393,13.4088705535
