#WOA18 one-degreeWINTER nitrate Statistical mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LATITUDE, LONGITUDE,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,125,150,175,200,225,250,275,300,325,350,375,400,425,450,475,500,550,600,650,700,750,800
-77.5,-178.5,14.848,14.543,14.845,14.998,15.996,17.599,17.931,18.342,18.927,19.291,19.724,20.18,20.9,21.688,22.305,22.478,23.188,23.496,24.167,24.549,25.106,26.885,27.805,,,,29.322,29.693,30.247,29.803,30.215,30.232,29.984,30.064,30.829,30.829,30.829,30.609,28.254,,,,
-77.5,-177.5,16.805,16.854,17.05,17.445,18.081,18.574,18.962,19.476,20.344,21.143,21.933,22.724,23.584,24.524,25.625,26.328,26.734,26.862,27.239,27.6,27.465,,,,,,30.447,30.493,30.742,30.842,30.803,30.169,30.086,30.054,30.864,29.86,29.211,30.108,,,,,
-77.5,-176.5,14.171,14.884,16.287,16.428,16.665,16.98,17.737,18.55,19.372,20.223,21.23,23.837,23.6,24.876,26.08,27.163,28.051,28.534,28.931,29.199,30.171,30.59,28.966,29.458,29.932,30.384,30.326,30.396,30.529,30.573,30.347,30.508,30.227,30.32,30.673,30.863,31.143,31.154,,,,,
-77.5,-175.5,17.498,17.824,18.222,18.653,19.137,19.663,20.618,21.668,22.828,23.969,24.991,25.866,26.807,27.612,28.159,28.36,28.38,28.42,28.45,28.468,28.726,29.268,,,,,29.918,29.874,,,30.022,29.559,,,30.341,29.83,29.832,30.056,,,,,
-77.5,-174.5,17.561,17.994,18.507,19.098,19.768,20.518,21.346,22.272,23.284,24.309,25.672,27.077,27.805,27.805,27.805,27.805,27.805,27.805,27.816,27.886,28.008,28.293,,,,,,,,,,,,,,,,,,,,,
-77.5,-173.5,17.821,17.805,17.789,17.865,17.985,18.259,18.938,19.853,20.98,22.216,23.456,24.524,25.506,26.37,27.056,27.527,27.787,27.724,27.719,27.7,27.679,27.742,28.126,28.577,29.239,,29.352,29.48,29.537,29.529,29.491,29.443,29.516,29.495,29.513,29.539,29.656,,,,,,
-77.5,-170.5,14.805,13.735,15.139,15.953,16.788,17.666,18.653,19.757,20.991,22.393,23.635,24.445,25.116,25.559,25.956,26.311,26.603,26.78,26.963,27.121,27.307,27.772,29.561,29.561,,,29.463,29.463,29.366,29.366,29.366,29.366,,,,29.366,,,,,,,
-77.5,-168.5,15.902,16.114,16.146,16.7,17.318,17.756,18.685,19.803,20.712,21.496,22.388,23.306,24.367,25.434,26.224,26.801,27.166,27.48,27.76,27.936,28.683,28.683,28.696,29.107,,,29.334,29.342,,,,,,,,,,,,,,,
-77.5,-166.5,20.878,20.878,21.415,22.045,22.709,23.415,24.395,25.485,26.764,28.053,28.955,29.174,29.187,29.205,29.235,29.276,29.317,29.344,29.351,29.359,,,,,,,29.81,30.033,30.133,30.139,30.12,30.088,29.738,,,,,,,,,,
-77.5,-165.5,19.317,19.317,19.317,19.12,18.738,18.341,19.208,19.997,20.781,21.532,22.215,22.827,23.396,23.924,24.414,24.85,25.259,25.636,25.985,26.306,,,,,,,29.318,29.578,,,29.756,29.756,,,,,,,,,,,
-77.5,-163.5,9.268,9.375,9.639,9.903,9.347,9.578,9.903,10.323,10.837,11.445,,13.041,13.984,15.077,16.37,17.903,19.657,21.507,23.222,24.58,,24.083,,25.24,,,28.801,28.484,28.874,,,,,,,,,29.209,29.243,,,,
-77.5,-160.5,14.319,15.107,15.061,15.498,15.915,16.312,17.126,17.817,18.486,19.222,19.988,18.307,21.294,21.662,21.919,22.002,22.124,22.057,14.623,13.313,19.868,24.984,27.944,27.924,27.61,,28.383,28.756,29.561,29.488,29.415,28.922,29.268,,,,,,,,,,
-77.5,-159.5,13.2,13.249,13.33,13.287,13.49,,,,,,18.817,20.222,21.716,23.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-77.5,-44.5,20.195,14.915,12.683,15.656,17.366,17.081,16.976,17.507,18.415,19.311,20.195,21.097,22.07,23.096,24.074,24.976,25.856,26.744,27.646,28.444,28.976,26.588,25.366,26.524,27.512,26.683,24.585,,,,,,,,,,,,,,,,
-77.5,-43.5,17.854,18.28,18.634,18.891,19.122,20.705,22.146,23.115,23.862,24.075,24.293,24.273,24.254,24.256,24.215,24.195,24.709,25.561,26.843,27.907,28.488,26.384,25.366,26.073,26.829,24.938,23.512,22.862,22.732,22.829,23.252,24,25.073,,,,,,,,,,
-77.5,-42.5,27.772,27.749,27.718,27.669,27.703,27.812,27.87,27.88,27.81,27.765,27.762,27.819,27.981,28.18,28.341,28.462,28.555,28.606,28.651,28.694,28.734,28.829,28.882,28.937,29.117,,28.882,28.854,28.829,28.791,28.721,28.626,28.566,28.555,28.55,28.551,28.484,28.26,,,,,
-77.5,-40.5,21.171,19.775,19.122,19.861,20.582,21.265,21.561,21.284,20.863,20.587,20.341,25.666,20.682,20.853,21.018,21.171,22.186,23.829,25.976,27.454,28.585,27.243,26.439,27.183,29.366,28.694,26.439,23.11,18.537,,,,,,,,,,,,,,
-77.5,-38.5,23.978,24.822,25.089,24.97,24.809,24.373,24.096,24.787,25.418,25.129,25.339,25.603,25.864,26.337,26.809,27.043,27.123,27.027,27.145,28.791,28.927,28.679,28.206,28.862,28.916,28.509,28.61,28.578,28.549,28.509,28.456,28.41,28.395,28.403,28.424,28.457,28.488,28.617,28.808,28.56,27.839,26.915,29.371
