datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,o2_c,bbp,chla_adj,sigma,poc,cphyto
2018-09-07 07:20:57,36.6328,-43.7023,0.5,27.796,36.106,-0.0036610366684,0.064562,1.17068,0.009734221959,5.0,2.33,15.3601756163,0.000453169411492,0.0196387931034,23.2939952138,1.65216689386,8.0887680103
2018-09-07 07:20:57,36.6328,-43.7023,2.0,27.813,36.1,-0.00366103666502,0.06796,1.16032,0.00927068758,4.7,nan,15.3696079566,0.000446269109146,0.0211034482759,23.2840352338,1.40774438418,7.97458606162
2018-09-07 07:20:57,36.6328,-43.7023,4.1,27.811,36.101,-0.00366103666425,0.062863,1.14996,0.00927068758,3.0,1.43,15.3665437802,0.00044396213569,0.0189064655172,23.2856037256,1.32602677041,7.93641168728
2018-09-07 07:20:57,36.6328,-43.7023,6.0,27.813,36.101,-0.00366103666437,0.076455,1.16032,0.00927068758,2.9,1.46,15.3605280845,0.000473922711071,0.0247650862069,23.2850957527,2.38729027157,8.43218081587
2018-09-07 07:20:57,36.6328,-43.7023,8.0,27.814,36.1,-0.00366103666504,0.08495,1.18104,0.00927068758,2.5,1.11,15.3525341866,0.000709000866043,0.0284267241379,23.2841702967,10.714228677,12.322109182
2018-09-07 07:20:57,36.6328,-43.7023,10.0,27.759,36.1,-0.00366103667474,0.06796,1.16032,0.00927068758,1.8,0.82,15.3352665754,0.000393263536555,0.0211034482759,23.3023072693,-0.469819008138,7.09748252807
2018-09-07 07:20:57,36.6328,-43.7023,12.0,27.608,36.111,-0.00366103669487,0.069659,1.17068,0.00927068758,1.8,0.62,15.3084172295,0.000430115715695,0.0218357758621,23.3599953456,0.835558881362,7.7072896665
2018-09-07 07:20:57,36.6328,-43.7023,14.0,27.596,36.119,-0.00366103669673,0.076455,1.18104,0.009734221959,1.7,0.73,15.3152387192,0.000402440950716,0.0247650862069,23.3700768887,-0.144736643735,7.24934471908
2018-09-07 07:20:57,36.6328,-43.7023,16.0,27.605,36.146,-0.00366103669574,0.078154,1.16032,0.00927068758,1.8,0.49,15.333772034,0.000434641956396,0.0254974137931,23.3876209284,0.995887379472,7.78218710688
2018-09-07 07:20:57,36.6328,-43.7023,18.0,27.604,36.184,-0.00366103669704,0.079853,1.16032,0.008807153201,1.7,0.44,15.3398833302,0.000464512389109,0.0262297413793,23.4167004036,2.05395784703,8.27646461017
2018-09-07 07:20:57,36.6328,-43.7023,20.0,27.48,36.172,-0.00366103671425,0.078154,1.1396,0.008807153201,1.7,0.46,15.3074963181,0.000439191291683,0.0254974137931,23.448146278,1.157033934,7.85746670221
