datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,c_su,o2_c,bbp,chla_adj,sigma,poc,cphyto
2016-05-20 02:54:19,53.5039,-42.1396,0.2,6.135,34.54,-0.00366104013787,6.08578,2.383712,-0.0485018561228,12.2,nan,0.85,11.5873217213,0.00530631694646,2.61499137931,27.1738185563,173.560358878,88.3956611096
2016-05-20 02:54:19,53.5039,-42.1396,2.0,6.131,34.541,-0.00366104012635,6.28366,2.378496,-0.0485018561228,10.2,nan,0.862,11.6040273557,0.00528772712425,2.70028448276,27.1751416271,172.901870195,88.0880481936
2016-05-20 02:54:19,53.5039,-42.1396,4.0,6.142,34.54,-0.00366104012246,6.46602,2.378496,-0.0480887227657,8.2,nan,0.851,11.5994390129,0.00591760145031,2.77888793103,27.1729617049,195.213278573,98.510820179
2016-05-20 02:54:19,53.5039,-42.1396,6.0,6.144,34.54,-0.00366104012309,6.28754,2.404576,-0.0480887227657,6.4,nan,0.846,11.5883906884,0.00521715121095,2.70195689655,27.1727269465,170.401930194,86.9202014954
2016-05-20 02:54:19,53.5039,-42.1396,8.0,6.138,34.54,-0.00366104012503,6.51646,2.404576,-0.0480887227657,4.5,2.39,0.849,11.5762272242,0.00534905578977,2.80062931034,27.1735197108,175.074254185,89.102877137
2016-05-20 02:54:19,53.5039,-42.1396,10.0,6.131,34.54,-0.00366104012675,6.2856,2.394144,-0.0480887227657,4.5,1.51,0.851,11.5600753783,0.00523942265753,2.70112068966,27.1744403503,171.190829375,87.2887356613
2016-05-20 02:54:19,53.5039,-42.1396,12.0,6.137,34.539,-0.00366104012683,6.26426,2.383712,-0.0489149894799,3.8,1.77,0.842,11.5354463649,0.00519112934847,2.69192241379,27.1728730756,169.480183781,86.4896077593
2016-05-20 02:54:19,53.5039,-42.1396,14.0,6.134,34.538,-0.00366104012839,6.3632,2.388928,-0.0480887227657,3.2,1.62,0.799,11.4933385051,0.00513352946315,2.73456896552,27.1724609612,167.439880644,85.5364803715
2016-05-20 02:54:19,53.5039,-42.1396,16.0,6.041,34.545,-0.00366104014655,5.97714,2.394144,-0.0489149894799,3.7,1.67,0.767,11.3945001503,0.00518721817598,2.5681637931,27.1898694855,169.34164223,86.4248880885
2016-05-20 02:54:19,53.5039,-42.1396,18.0,5.957,34.544,-0.00366104015855,5.58914,2.394144,-0.0489149894799,3.3,1.56,0.631,11.2765779959,0.00508301717704,2.40092241379,27.1997244831,165.650634445,84.7006342053
2016-05-20 02:54:19,53.5039,-42.1396,20.0,5.506,34.583,-0.00366104023299,3.6375,2.383712,-0.0485018561228,3.0,1.26,0.533,11.1074328195,0.00369972373011,1.55969827586,27.2864019737,116.651613968,61.8107471439
2016-05-20 02:54:19,53.5039,-42.1396,22.0,5.284,34.602,-0.00366104027125,2.87896,2.362848,-0.0497412561941,2.5,1.14,0.497,11.0366875565,0.00301365011485,1.23274137931,27.328141124,92.3495143682,50.4580239716
2016-05-20 02:54:19,53.5039,-42.1396,24.0,5.216,34.611,-0.00366104028339,2.35322,2.368064,-0.0501543895512,1.7,0.7,0.472,10.9944572405,0.00269949561245,1.00612931034,27.3433675554,81.2215335842,45.2595889645
2016-05-20 02:54:19,53.5039,-42.1396,26.0,5.196,34.614,-0.0036610402863,2.16698,2.37328,-0.0497412561941,2.1,0.71,0.458,10.9704988132,0.00263627718923,0.925853448276,27.3481482082,78.9822105968,44.2134894756
2016-05-20 02:54:19,53.5039,-42.1396,28.0,5.18,34.616,-0.00366104028942,1.96134,2.336768,-0.0497412561941,1.4,0.84,0.441,10.94639334,0.00249689263179,0.837215517241,27.351661816,74.0449308032,41.9070397595
2016-05-20 02:54:19,53.5039,-42.1396,30.0,5.163,34.617,-0.00366104029271,1.7945,2.368064,-0.0501543895512,1.6,0.57,0.422,10.9216466738,0.00251915201569,0.765301724138,27.3544977302,74.8334026997,42.2753743199
2016-05-20 02:54:19,53.5039,-42.1396,32.0,5.147,34.619,-0.0036610402964,1.59274,2.368064,-0.0497412561941,1.6,0.52,0.409,10.8767309716,0.00224227775855,0.678336206897,27.3580049832,65.0259627632,37.6938298253
2016-05-20 02:54:19,53.5039,-42.1396,34.0,5.127,34.621,-0.00366104030224,1.27846,2.357632,-0.0505675229083,1.4,0.66,0.371,10.8141276935,0.00206015193649,0.542870689655,27.361977497,58.5747018944,34.6801240154
2016-05-20 02:54:19,53.5039,-42.1396,36.0,5.012,34.633,-0.00366104032196,0.9894,2.37328,-0.0505675229083,1.4,0.35,0.361,10.7501725964,0.00186294654575,0.418275862069,27.3849142299,51.5892925437,31.4168908006
2016-05-20 02:54:19,53.5039,-42.1396,38.0,4.912,34.64,-0.00366104033672,0.81868,2.37328,-0.0513937896225,1.5,0.49,0.346,10.6951703264,0.00184786411227,0.344689655172,27.4020221734,51.055042585,31.1673159907
2016-05-20 02:54:19,53.5039,-42.1396,40.0,4.769,34.652,-0.00366104036082,0.74302,2.378496,-0.0505675229083,1.5,0.33,0.333,10.6098785754,0.00173234984649,0.312077586207,27.4278493315,46.9632962624,29.2558571433
2016-05-20 02:54:19,53.5039,-42.1396,42.0,4.669,34.658,-0.00366104037811,0.58588,2.388928,-0.0509806562654,1.5,0.46,0.318,10.5146956492,0.00166896005472,0.244344827586,27.4438836399,44.7179030582,28.2069219533
2016-05-20 02:54:19,53.5039,-42.1396,44.0,4.556,34.668,-0.0036610403979,0.48306,2.409792,-0.0513937896225,1.4,0.54,0.311,10.3992411626,0.00141787677294,0.200025862069,27.4644157771,35.8240310509,24.052150617
2016-05-20 02:54:19,53.5039,-42.1396,46.0,4.416,34.682,-0.00366104042201,0.42098,2.420224,-0.0518069229796,1.3,0.34,0.309,10.3254568803,0.00141197714942,0.173267241379,27.4909233454,35.6150545866,23.9545272845
2016-05-20 02:54:19,53.5039,-42.1396,48.0,4.35,34.685,-0.00366104043148,0.36278,2.420224,-0.0518069229796,1.5,0.19,0.305,10.2780718651,0.0013096443879,0.148181034483,27.5005031738,31.9902235083,22.2611878424
2016-05-20 02:54:19,53.5039,-42.1396,50.0,4.299,34.689,-0.00366104044044,0.3783,2.420224,-0.0518069229796,1.4,0.23,0.302,10.2273679547,0.00153248390704,0.154870689655,27.5092157843,39.883644955,25.9485988087
2016-05-20 02:54:19,53.5039,-42.1396,52.0,4.27,34.691,-0.00366104044555,0.3298,2.409792,-0.0513937896225,1.4,0.14,0.298,10.1679024149,0.00130946202263,0.133965517241,27.5139425009,31.9837637656,22.2581701743
2016-05-20 02:54:19,53.5039,-42.1396,54.0,4.24,34.692,-0.00366104045109,0.3201,2.446304,-0.0518069229796,1.5,0.12,0.288,10.095373149,0.00135956200184,0.129784482759,27.5179715132,33.7584052292,23.0871937401
2016-05-20 02:54:19,53.5039,-42.1396,56.0,4.133,34.703,-0.00366104047002,0.2716,2.456736,-0.0513937896225,1.6,0.09,0.28,9.99001938709,0.0011883752375,0.108879310345,27.5381001682,27.6946276626,20.2545007126
