datetime,lat,lon,p,t,s,fchl,fdom,par,ed380,ed412,ed490,chla_adj,bbp,sigma,poc,cphyto
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,0.0,nan,nan,0.528,0.000339304002409,nan,nan,nan,nan,0.408189655172,nan,nan,nan,nan
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,0.2,nan,nan,0.576,0.000375658002667,nan,nan,nan,nan,0.408189655172,nan,nan,nan,nan
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,0.6,14.162,35.086,0.6,0.000309009002194,nan,nan,nan,nan,0.408189655172,0.00110969615567,26.2233734308,24.9076572262,18.9525677777
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,0.9,14.162,35.086,0.552,0.000357481002538,376.691050402,16.232853069,28.6575503389,33.8637513064,0.408189655172,0.00106611812099,26.2233829581,23.3640360819,18.2314653288
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,1.1,14.162,35.086,0.636,0.000327186002323,344.782041024,14.9245856242,26.8287495331,32.8268606421,0.408189655172,0.00113148517301,26.2233893098,25.6794677983,19.3131190021
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,1.3,14.161,35.086,0.672,0.000351422002495,272.961488699,11.9626952919,21.6918081725,26.6404112479,0.408189655172,0.00104432831982,26.2236076018,22.5921977446,17.8709011339
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,1.5,14.161,35.086,0.6,0.000345363002452,238.255279847,10.4687341918,18.9761829422,23.6464020873,0.408189655172,0.00110969537183,26.223613953,24.907629461,18.9525548072
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,1.7,14.161,35.086,0.564,0.000351422002495,324.475287613,14.3865783443,26.3488426637,33.2012725327,0.408189655172,0.00117506242384,26.2236203044,27.2230611774,20.0342084805
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,1.9,14.161,35.086,0.66,0.000345363002452,300.703474277,13.8850461947,25.2589336861,31.4360129075,0.408189655172,0.00113148438917,26.2236266557,25.6794400331,19.3131060316
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,2.1,14.16,35.087,0.588,0.000363540002581,302.310444822,13.0503155082,24.3921981827,31.7417493833,0.408189655172,0.00113148173487,26.224617256,25.6793460124,19.3130621099
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,2.3,14.16,35.087,0.672,0.000333245002366,267.386047572,11.8788215535,22.0892140201,28.4448800423,0.408189655172,0.00104432566551,26.2246236071,22.5921037238,17.8708572121
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,2.5,14.16,35.087,0.588,0.00032112700228,304.109513015,13.2465465775,25.2433670833,33.5007188753,0.408189655172,0.0011532707522,26.2246299582,26.4511565846,19.6736133343
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,2.8,14.16,35.087,0.66,0.000339304002409,302.30126742,13.2692621234,25.0630998166,32.8569235303,0.408189655172,0.00117505976954,26.2246394851,27.2229671567,20.0341645587
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,3.0,14.16,35.087,0.672,0.000327186002323,250.942216358,11.758789816,22.383817202,29.4910400233,0.408189655172,0.0011532707522,26.2246458364,26.4511565846,19.6736133343
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,3.4,14.161,35.087,0.648,0.000333245002366,250.942216358,11.758789816,22.383817202,29.4910400233,0.408189655172,0.00106611546677,26.2244466125,23.363942064,18.2314214084
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,3.7,14.161,35.087,0.684,0.000333245002366,226.818683835,10.4275956147,20.1158709376,27.1029381949,0.408189655172,0.00110969350145,26.2244561407,24.9075632082,18.9525238572
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,4.1,14.161,35.087,0.72,0.000333245002366,226.818683835,10.4275956147,20.1158709376,27.1029381949,0.408189655172,0.00113148251878,26.2244688453,25.6793737804,19.3130750817
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,4.4,14.161,35.087,0.696,0.000345363002452,216.576736113,10.0891706128,19.656129483,26.8571552993,0.408189655172,0.00113148251878,26.2244783739,25.6793737804,19.3130750817
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,4.8,14.161,35.087,0.696,0.000369599002624,211.61368626,9.71188390547,19.6132281408,27.8775973254,0.408189655172,0.0011968495708,26.224491079,27.9948054968,20.394728755
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,5.0,14.161,35.087,0.672,0.000345363002452,211.61368626,9.71188390547,19.6132281408,27.8775973254,0.408189655172,0.00158905188288,26.2244974316,41.8873957955,26.8846507948
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,5.2,14.161,35.087,0.72,0.000387776002754,204.169958182,9.24348366369,18.8268115615,27.2086417158,0.408189655172,0.00110969350145,26.2245037843,24.9075632082,18.9525238572
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,5.4,14.161,35.087,0.696,0.000333245002366,204.169958182,9.24348366369,18.8268115615,27.2086417158,0.408189655172,0.0011968495708,26.2245101371,27.9948054968,20.394728755
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,5.7,14.161,35.087,0.756,0.000357481002538,204.169958182,9.24348366369,18.8268115615,27.2086417158,0.408189655172,0.0011968495708,26.2245196665,27.9948054968,20.394728755
2016-10-25 15:42:37,49.39211233333333,-40.37320866666667,5.9,14.161,35.087,0.744,0.000339304002409,187.087872105,8.37859357004,17.1805047188,25.2623965673,0.408189655172,0.00110969350145,26.2245260195,24.9075632082,18.9525238572
