Cruise,Subregion,Season,Station,Date,datetime,Latitude,Longitude,degree_bin,CruiseCN,SCN,CampCN,Cast_Type,Max_MLD,Z_MLD,Diaz_MLD,z_mld_sigT,Target_Z,doc,ba,va,interp_doc,interp_ba,interp_va,bc,vc,doc_corr,redis_doc_vol,redis_doc_corr_vol,accm_doc_vol,accm_doc_corr_vol
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,0,NA,NA,NA,56.8,254000000,5340000000,0.156972,0.09078,56.552248,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,5,56.8,254000000,5340000000,56.8,254000000,5340000000,0.156972,0.09078,56.552248,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,10,56.2,256000000,4160000000,56.2,256000000,4160000000,0.15820800000000002,0.07071999999999999,55.971072,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,25,56.5,263000000,4260000000,56.5,263000000,4260000000,0.162534,0.07242,56.265046,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,50,56.1,276000000,5390000000,56.1,276000000,5390000000,0.17056800000000003,0.09163,55.837802,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,75,56.8,256999999.99999997,5390000000,56.8,256999999.99999997,5390000000,0.158826,0.09163,56.549544,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,100,56.5,254000000,5420000000,56.5,254000000,5420000000,0.156972,0.09214,56.250888,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,121.5,NA,NA,NA,54.78,186490000,6748700000,0.11525082,0.1147279,54.55002128,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,150,52.5,97000000,8510000000,52.5,97000000,8510000000,0.059946000000000006,0.14467,52.295384,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,200,50.1,93000000,10500000000,50.1,93000000,10500000000,0.057474000000000004,0.1785,49.864026,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,300,50.6,97000000,NA,50.6,97000000,NA,0.059946000000000006,NA,50.540054000000005,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,386,NA,NA,NA,48.45,78080000,NA,0.04825344000000001,NA,48.40174656,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,400,48.1,75000000,NA,48.1,75000000,NA,0.04635000000000001,NA,48.053650000000005,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,500,50.9,90000000,NA,50.9,90000000,NA,0.05562000000000001,NA,50.84438,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,750,48.4,74000000,NA,48.4,74000000,NA,0.045732,NA,48.354268,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,1000,49.6,72000000,NA,49.6,72000000,NA,0.04449600000000001,NA,49.555504,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,1250,49.6,62000000,NA,49.6,62000000,NA,0.03831600000000001,NA,49.561684,52.41165803108809,52.239162497616576,NA,NA
AT32,Temperate,Late Autumn,1,2015-11-12,2015-11-12T12:17:00Z,51.034,-43.617,51,3,3,3,Deep,386,121.8,91.55,121.5,1500,49.8,65000000,NA,49.8,65000000,NA,0.040170000000000004,NA,49.759829999999994,52.41165803108809,52.239162497616576,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,0,NA,NA,NA,53.6,383000000,7000000000,0.23669400000000002,0.119,53.244306,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,5,53.6,383000000,7000000000,53.6,383000000,7000000000,0.23669400000000002,0.119,53.244306,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,10,54.5,416000000,9970000000,54.5,416000000,9970000000,0.25708800000000004,0.16949,54.073422,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,25,53.9,422000000,3940000000,53.9,422000000,3940000000,0.26079600000000003,0.06698,53.572224,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,50,52.7,426000000,3770000000,52.7,426000000,3770000000,0.263268,0.06409,52.372642000000006,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,75,53.6,437000000,5500000000,53.6,437000000,5500000000,0.27006600000000003,0.0935,53.236434,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,96.5,NA,NA,NA,54.288,372500000,4433600000,0.23020500000000002,0.0753712,53.9824238,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,100,54.4,362000000,4260000000,54.4,362000000,4260000000,0.22371600000000005,0.07242,54.103864,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,150,50.2,104000000,3020000000,50.2,104000000,3020000000,0.06427200000000001,0.05134,50.084388000000004,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,200,49.5,92000000,4010000000,49.5,92000000,4010000000,0.056856000000000004,0.06817,49.374974,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,222.7,NA,NA,NA,49.6135,91546000,NA,0.056575428000000004,NA,49.556924572,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,300,50,90000000,NA,50,90000000,NA,0.05562000000000001,NA,49.94438,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,400,50.1,85000000,NA,50.1,85000000,NA,0.05253000000000001,NA,50.047470000000004,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,500,49.9,71000000,NA,49.9,71000000,NA,0.04387800000000001,NA,49.856122,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,750,50.3,54000000,NA,50.3,54000000,NA,0.033372000000000006,NA,50.266628,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,1000,51.3,60000000,NA,51.3,60000000,NA,0.03708,NA,51.262919999999994,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,1250,49.3,56000000.00000001,NA,49.3,56000000.00000001,NA,0.03460800000000001,NA,49.265392,52.065281656937586,51.82803589489089,NA,NA
AT32,Subpolar,Late Autumn,2,2015-11-14,2015-11-14T11:29:00Z,54.1,-40.167,54,6,3,6,Deep,222.7,95.27,84.39,96.5,1500,47.8,36000000,NA,47.8,36000000,NA,0.022248000000000004,NA,47.777752,52.065281656937586,51.82803589489089,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,0,NA,NA,NA,59.3,420000000,NA,0.25956000000000007,NA,59.04044,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,10,59.3,420000000,NA,59.3,420000000,NA,0.25956000000000007,NA,59.04044,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,15,59.3,465000000.00000006,NA,59.3,465000000.00000006,NA,0.28737000000000007,NA,59.012629999999994,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,25,58.4,469000000.00000006,NA,58.4,469000000.00000006,NA,0.2898420000000001,NA,58.110158,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,50,58.7,461000000.00000006,NA,58.7,461000000.00000006,NA,0.2848980000000001,NA,58.415102000000005,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,61.5,NA,NA,NA,57.32,339100000,NA,0.20956380000000002,NA,57.1104362,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,75,55.7,196000000,NA,55.7,196000000,NA,0.12112800000000001,NA,55.578872000000004,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,100,52.6,118000000,NA,52.6,118000000,NA,0.07292400000000002,NA,52.527076,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,150,49.5,100000000,NA,49.5,100000000,NA,0.06180000000000001,NA,49.4382,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,200,50.3,97000000,NA,50.3,97000000,NA,0.059946000000000006,NA,50.240054,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,300,48.9,87000000,NA,48.9,87000000,NA,0.053766,NA,48.846233999999995,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,386,NA,NA,NA,48.728,79260000,NA,0.04898268000000001,NA,48.67901732,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,400,48.7,78000000,NA,48.7,78000000,NA,0.048204000000000004,NA,48.651796000000004,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,500,48.7,73000000,NA,48.7,73000000,NA,0.045114,NA,48.654886000000005,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,750,48.7,56999999.99999999,NA,48.7,56999999.99999999,NA,0.035226,NA,48.664774,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,1000,48.8,59000000,NA,48.8,59000000,NA,0.03646200000000001,NA,48.763538,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,1250,48,52000000,NA,48,52000000,NA,0.032136000000000005,NA,47.967864,51.63472538860104,51.53615089834198,NA,NA
AT32,Temperate,Late Autumn,3,2015-11-16,2015-11-16T11:35:00Z,51.117,-40.1,51,11,3,11,Deep,386,64,61.49,61.5,1500,46.9,41000000,NA,46.9,41000000,NA,0.025338000000000003,NA,46.874662,51.63472538860104,51.53615089834198,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,0,NA,NA,NA,57.1,319000000,3140000000,0.197142,0.05338,56.849478000000005,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,5,57.1,319000000,3140000000,57.1,319000000,3140000000,0.197142,0.05338,56.849478000000005,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,10,57.7,316000000,3110000000,57.7,316000000,3110000000,0.19528800000000002,0.05287,57.451842000000006,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,25,57.3,329000000,3050000000,57.3,329000000,3050000000,0.20332200000000003,0.05185,57.044827999999995,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,50,55.6,287000000,3320000000,55.6,287000000,3320000000,0.17736600000000002,0.05644,55.366194,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,75,57.7,344000000,2440000000,57.7,344000000,2440000000,0.21259200000000003,0.041479999999999996,57.445928,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,100,58.7,315000000,3370000000,58.7,315000000,3370000000,0.19467000000000004,0.05729,58.448040000000006,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,127.5,NA,NA,NA,55.565,201700000,3216000000,0.12465060000000003,0.054672,55.3856774,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,150,53,109000000.00000001,3090000000,53,109000000.00000001,3090000000,0.06736200000000002,0.05253,52.880108,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,200,52.7,93000000,2890000000,52.7,93000000,2890000000,0.057474000000000004,0.04913,52.593396000000006,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,300,53.1,90000000,NA,53.1,90000000,NA,0.05562000000000001,NA,53.044380000000004,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,400,51.5,86000000,NA,51.5,86000000,NA,0.05314800000000001,NA,51.446852,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,416,NA,NA,NA,51.147999999999996,80720000,NA,0.049884960000000006,NA,51.098115039999996,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,500,49.3,53000000,NA,49.3,53000000,NA,0.032754000000000005,NA,49.267246,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,750,46.5,39000000,NA,46.5,39000000,NA,0.024102000000000002,NA,46.475898,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,1000,48,33000000,NA,48,33000000,NA,0.020394000000000002,NA,47.979606,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,1250,48.4,31000000,NA,48.4,31000000,NA,0.019158000000000005,NA,48.380842,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,4,2015-11-18,2015-11-18T11:30:00Z,46.2,-37.867,46,14,3,14,Deep,416,101,102.9,127.5,1500,47,22000000,NA,47,22000000,NA,0.013596000000000002,NA,46.986404,54.07135576923077,53.94120445028846,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,0,NA,NA,NA,58.5,327500000,NA,0.20239500000000002,NA,58.297605,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,10,58.5,327500000,NA,58.5,327500000,NA,0.20239500000000002,NA,58.297605,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,25,59.1,327000000,NA,59.1,327000000,NA,0.20208600000000002,NA,58.897914,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,50,58.7,342000000,NA,58.7,342000000,NA,0.21135600000000004,NA,58.488644,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,75,58.7,331000000,NA,58.7,331000000,NA,0.20455800000000005,NA,58.495442000000004,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,77.5,NA,NA,NA,58.18,312300000,NA,0.19300140000000002,NA,57.9869986,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,100,53.5,144000000,NA,53.5,144000000,NA,0.08899200000000002,NA,53.411008,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,150,51,105000000,NA,51,105000000,NA,0.06489000000000002,NA,50.93511,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,200,NA,NA,NA,50.53333333333333,95000000,NA,0.05871000000000001,NA,50.474623333333334,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,300,49.6,75000000,NA,49.6,75000000,NA,0.04635000000000001,NA,49.553650000000005,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,368,NA,NA,NA,48.58,75680000,NA,0.04677024000000001,NA,48.53322976,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,400,48.1,76000000,NA,48.1,76000000,NA,0.04696800000000001,NA,48.053032,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,500,48.4,64000000,NA,48.4,64000000,NA,0.039552000000000004,NA,48.360448,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,750,45.1,45000000,NA,45.1,45000000,NA,0.027810000000000005,NA,45.07219,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,1000,46,34000000,NA,46,34000000,NA,0.021012,NA,45.978988,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,1250,46.4,34000000,NA,46.4,34000000,NA,0.021012,NA,46.378988,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,5,2015-11-20,2015-11-20T09:07:00Z,43.835,-37.514,44,15,1,15,Deep,368,79.1,13.69,77.5,1500,47.1,36000000,NA,47.1,36000000,NA,0.022248000000000004,NA,47.077752000000004,52.4595652173913,52.36595103081522,NA,NA
AT32,Subtropical,Late Autumn,6,2015-11-22,2015-11-22T11:33:00Z,43.233,-40.15,43,20,4,20,Deep,416,6.77,24.94,14.5,0,NA,NA,NA,62.7,359000000,4180000000,0.22186200000000003,0.07106,62.407078000000006,53.60050841346154,53.49429125300481,NA,NA
AT32,Subtropical,Late Autumn,6,2015-11-22,2015-11-22T11:33:00Z,43.233,-40.15,43,20,4,20,Deep,416,6.77,24.94,14.5,5,62.7,359000000,4180000000,62.7,359000000,4180000000,0.22186200000000003,0.07106,62.407078000000006,53.60050841346154,53.49429125300481,NA,NA
AT32,Subtropical,Late Autumn,6,2015-11-22,2015-11-22T11:33:00Z,43.233,-40.15,43,20,4,20,Deep,416,6.77,24.94,14.5,10,63,347000000,4830000000,63,347000000,4830000000,0.21444600000000003,0.08211,62.703444,53.60050841346154,53.49429125300481,NA,NA
AT32,Subtropical,Late Autumn,6,2015-11-22,2015-11-22T11:33:00Z,43.233,-40.15,43,20,4,20,Deep,416,6.77,24.94,14.5,14.5,NA,NA,NA,62.94,349100000,4983000000,0.2157438,0.084711,62.6395452,53.60050841346154,53.49429125300481,NA,NA
AT32,Subtropical,Late Autumn,6,2015-11-22,2015-11-22T11:33:00Z,43.233,-40.15,43,20,4,20,Deep,416,6.77,24.94,14.5,25,62.8,354000000,5340000000,62.8,354000000,5340000000,0.21877200000000002,0.09078,62.490448,53.60050841346154,53.49429125300481,NA,NA
AT32,Subtropical,Late Autumn,6,2015-11-22,2015-11-22T11:33:00Z,43.233,-40.15,43,20,4,20,Deep,416,6.77,24.94,14.5,50,62,354000000,2840000000,62,354000000,2840000000,0.21877200000000002,0.048279999999999997,61.732948,53.60050841346154,53.49429125300481,NA,NA
AT32,Subtropical,Late Autumn,6,2015-11-22,2015-11-22T11:33:00Z,43.233,-40.15,43,20,4,20,Deep,416,6.77,24.94,14.5,75,60.4,364000000,2920000000,60.4,364000000,2920000000,0.22495200000000004,0.04964,60.125408,53.60050841346154,53.49429125300481,NA,NA
AT32,Subtropical,Late Autumn,6,2015-11-22,2015-11-22T11:33:00Z,43.233,-40.15,43,20,4,20,Deep,416,6.77,24.94,14.5,100,57.9,217000000,5600000000,57.9,217000000,5600000000,0.13410600000000003,0.09519999999999999,57.670694,53.60050841346154,53.49429125300481,NA,NA
